Cost,Mahalanobis,10-LOF,Time,Alpha
MAD,2.5453222945168466,1.1598610319620388,173.55099987983704,0.0
PCC,2.609545498989703,1.2325173756265917,242.23399996757507,0.0
DACE,3.3410641547458444,1.3449296367053238,600.0339999198914,1.0
TLPS,3.2971027222285656,0.9935370307902559,443.039999961853,0.0
MAD,4.4972057403299495,0.9920302564512573,363.2190001010895,0.0
PCC,3.291054409945856,1.0181949151134826,386.5880000591278,0.0
DACE,6.696972686093296,1.0629984885711472,600.0609998703003,1.0
TLPS,3.6584975324414937,1.220396147968065,347.8220000267029,0.0
MAD,5.437528848396668,1.1905564904955954,68.76199984550476,0.0
PCC,3.8562236854708694,1.2132786358710406,460.345999956131,0.0
DACE,6.0278829768586855,1.3536730493158793,600.0460000038147,1.0
TLPS,1.7512243145301332,1.1530861074619876,73.96499991416931,0.0
MAD,1.5601730079091467,1.1135745531041121,68.34899997711182,0.0
PCC,2.2613470534594424,1.130469316873638,74.58800005912781,0.0
DACE,1.5842481372702157,1.1559771501906764,600.0360000133514,1.0
TLPS,0.1858889785772435,1.2402555382534755,1.1100001335144043,0.0
MAD,0.1858889785772435,1.2402555382534755,1.3439998626708984,0.0
PCC,0.30173924134292684,1.1838001897293484,1.125999927520752,0.0
DACE,0.23770544035920224,1.1780425635137344,337.5310001373291,1.0
TLPS,3.8094537299230673,1.9166550573744299,164.29999995231628,0.0
MAD,4.0598494304859765,2.299982281565719,108.49399995803833,0.0
PCC,9.288692246844283,2.737325251541924,600.0920000076294,0.0
DACE,4.011544058406943,1.3914841452926914,600.0349998474121,1.0
TLPS,1.6141521073637803,1.303146602305357,2.065999984741211,0.0
MAD,1.1662295017639313,1.0058296949328422,28.611000061035156,0.0
PCC,0.9793198881043212,0.9651153067118248,47.74300003051758,0.0
DACE,0.732627653327624,0.9627854829026408,600.055999994278,1.0
TLPS,6.445673364675192,1.3508945555447485,293.6119999885559,0.0
MAD,8.842585711624505,1.4790313763396497,600.0370001792908,0.0
PCC,6.5358391875142505,1.2363249142534778,600.0910000801086,0.0
DACE,6.581220969901942,1.1488470234653678,600.0490000247955,1.0
TLPS,0.18527466377481916,1.208995189898094,1.2969999313354492,0.0
MAD,0.5576669357317305,1.1976777746080434,63.12999987602234,0.0
PCC,0.3237414470279817,1.2157200308675438,1.1419999599456787,0.0
DACE,0.35733919114710283,1.1213602963559337,483.4100000858307,1.0
TLPS,1.2253464680408166,1.669198711721037,21.369999885559082,0.0
MAD,1.2253464680408166,1.669198711721037,54.14299988746643,0.0
PCC,1.2253464680408166,1.669198711721037,29.062000036239624,0.0
DACE,3.1876397138446233,1.5964375542712883,600.061999797821,1.0
TLPS,1.027521244836898,1.4244400855983268,43.56400012969971,0.0
MAD,1.234707696221986,1.420511343149104,90.55299997329712,0.0
PCC,1.5988674311884663,1.4506620726922148,75.13300013542175,0.0
DACE,2.5048881690536247,1.2513755707833023,600.0519998073578,1.0
TLPS,2.981222553938918,1.1822798458063142,201.13100004196167,0.0
MAD,4.248237751048549,1.2283810264566069,87.61699986457825,0.0
PCC,2.965078929723032,1.2231295077468487,98.54100012779236,0.0
DACE,3.9708011887756847,1.2513438947413644,600.0600001811981,1.0
TLPS,3.4625788115404394,1.1659675844306705,82.51199984550476,0.0
MAD,5.204184891101403,1.4942362442028554,81.17000007629395,0.0
PCC,4.717179806011335,1.1917969319813513,90.4850001335144,0.0
DACE,3.4798670359585797,1.1522043948831127,600.0600001811981,1.0
TLPS,2.0447787643496786,1.1426833954662199,25.82799983024597,0.0
MAD,2.0447787643496786,1.1426833954662199,27.608999967575073,0.0
PCC,1.732909526787377,1.0748995884030517,89.5329999923706,0.0
DACE,1.4600251974173188,1.041249903436631,600.0549998283386,1.0
TLPS,1.6340209778755357,1.0999488499456043,65.25,0.0
MAD,3.167206320042424,1.1708121812908296,92.32800006866455,0.0
PCC,2.814606324848377,1.1765574135030814,59.329999923706055,0.0
DACE,1.4843410412019604,1.1084796317744172,600.0479998588562,1.0
TLPS,3.962890757567137,1.1453323442760215,552.3029999732971,0.0
MAD,3.1271976384478757,1.23281932537304,234.05400013923645,0.0
PCC,4.777210270154744,1.20522358294319,187.747429997921,0.0
DACE,5.659109076125562,1.5565105199277371,600.0590000152588,1.0
TLPS,1.6436976062725523,1.040615722539698,70.95499992370605,0.0
MAD,1.6753099613585178,1.0392178507189769,101.31200003623962,0.0
PCC,4.085371533519799,1.04447651137788,127.11099982261658,0.0
DACE,1.9071917170268706,1.0859267572765483,600.0739998817444,1.0
TLPS,0.9837934034379449,2.073119867460067,95.24799990653992,0.0
MAD,2.0804094004471936,2.397764422137118,70.39900016784668,0.0
PCC,2.0197594006789608,2.0292713365776303,65.33599996566772,0.0
DACE,1.5835695504791454,2.033576986092509,600.0539999008179,1.0
TLPS,2.8751919157758437,1.2314809959132478,93.95799994468689,0.0
MAD,3.5939329369100954,1.6309120869244442,78.22199988365173,0.0
PCC,2.9431369215978878,1.4552919701678255,83.65000009536743,0.0
DACE,3.4434911378551383,1.5744676743928043,600.0440001487732,1.0
TLPS,2.014232024924182,1.1104015578706228,142.20600008964539,0.0
MAD,1.2738880211203787,1.0958842092306365,61.66799998283386,0.0
PCC,1.2738880211203787,1.0958842092306365,45.38100004196167,0.0
DACE,2.379067904932271,1.0322130540804184,600.0599999427795,1.0
TLPS,0.45280539219125004,1.0543601694034421,0.8910000324249268,0.0
MAD,0.22017652658546472,1.0656423698631827,0.625,0.0
PCC,0.30173924134292684,1.0034113640973161,0.5779998302459717,0.0
DACE,0.30173924134292684,1.0034113640973161,217.3399999141693,1.0
