Cost,Mahalanobis,10-LOF,Time,Alpha
PCC,9.766054382350536,1.0768423652762498,0.054000139236450195,0.0
DACE,2.699654552930296,1.1362303830893588,105.29999995231628,1.0
TLPS,13.068254774843563,1.3830994394881428,0.10500001907348633,0.0
MAD,12.729925837698355,1.5935377660890921,0.0559999942779541,0.0
PCC,16.07105102456353,1.6462561622528251,0.07999992370605469,0.0
DACE,3.425179868806844,1.0927535762323997,71.29199981689453,1.0
TLPS,3.251821170851955,1.0027341741747688,0.11100006103515625,0.0
MAD,3.271122639210167,1.0500847293352058,0.1099998950958252,0.0
PCC,3.350447914821349,1.0610577489894362,0.031999826431274414,0.0
DACE,1.036998337700106,1.0868257369214969,59.431999921798706,1.0
TLPS,2.849238851143332,1.8070035311988626,0.07899999618530273,0.0
MAD,6.494928878305515,2.0251343921968714,0.031000137329101562,0.0
PCC,6.494928878305515,2.0251343921968714,0.0410001277923584,0.0
DACE,1.2750770029346092,1.8091385855394673,63.23100018501282,1.0
TLPS,3.701757379346803,1.2121436422361733,0.07899999618530273,0.0
MAD,6.453632301285815,1.5086725507814602,0.04699993133544922,0.0
PCC,9.657355873854007,1.4873023432753993,0.03099989891052246,0.0
DACE,2.1228297238347626,1.2349002198268366,54.30499982833862,1.0
TLPS,3.364568890867959,1.0746169405475139,0.30500006675720215,0.0
MAD,3.444598793612963,1.0681373412655013,0.032000064849853516,0.0
PCC,6.494928878305515,1.0756301663700103,0.04799985885620117,0.0
DACE,1.451540647825354,1.0419845772682665,310.67599987983704,1.0
TLPS,1.9741131811487935,1.355825803056186,0.09500002861022949,0.0
MAD,3.254855278754059,1.0052397605509023,0.09200000762939453,0.0
PCC,3.2865426626113012,1.0034744122508878,0.04699993133544922,0.0
DACE,0.8872663368488366,0.9355215865464184,84.10599994659424,1.0
TLPS,1.4015566690098162,1.3124884722601917,0.12599992752075195,0.0
MAD,3.185000757266248,1.3250177606166325,0.04699993133544922,0.0
PCC,3.2247471088597717,1.3300791906189873,0.03600001335144043,0.0
DACE,0.9518174130156631,1.3143045124326065,251.2300000190735,1.0
TLPS,0.10199915472522113,0.9918274536653622,0.10599994659423828,0.0
MAD,0.0729079788332356,1.0021341622830435,0.07799983024597168,0.0
PCC,0.7877297980711148,1.0014899929944387,0.03099989891052246,0.0
DACE,0.0729079788332356,1.0021341622830435,13.092000007629395,1.0
TLPS,12.925864093206199,1.0816141995721462,0.1099998950958252,0.0
MAD,12.92900056853235,1.083137148274671,0.07899999618530273,0.0
PCC,12.944629535363628,1.0822554411311038,0.04699993133544922,0.0
DACE,3.541557941608868,1.1598377840362062,46.54099988937378,1.0
TLPS,0.21039294746157494,1.155600604080692,0.03800010681152344,0.0
MAD,0.0729079788332356,1.1539139036915946,0.04699993133544922,0.0
PCC,0.7877297980711148,1.1584117713958555,0.032000064849853516,0.0
DACE,1.4844372535696806,1.16611797726441,73.79100012779236,1.0
TLPS,3.1816960040239968,1.588919573242641,0.09399986267089844,0.0
MAD,3.1816960040239968,1.588919573242641,0.026000022888183594,0.0
PCC,3.1816960040239968,1.588919573242641,0.032000064849853516,0.0
DACE,1.212207225945777,1.4807755404432275,558.6669998168945,1.0
