Applicant,Cost,Mahalanobis,10-LOF,Utility,Best,Time,Alpha
1,TLPS,0.5639496992441475,1.4721658186605246,3.6863273877713745,true,11.125999927520752,0.0
1,MAD,0.5639496992441475,1.4721658186605246,3.6863273877713745,false,5.9679999351501465,0.0
1,MAD,0.5765197086795774,1.4673747705154232,4.7701485047067695,true,5.9679999351501465,0.0
1,MAD,0.7863241113785242,1.3752054413337045,6.371002398433466,false,5.9679999351501465,0.0
1,MAD,1.079993404047768,1.4531197636373145,7.995674632084937,false,5.9679999351501465,0.0
1,PCC,0.8647737648157031,1.4205513287824671,4.541320240655336,false,5.6650002002716064,0.0
1,PCC,0.9034156609603384,1.395964191365315,5.7346435499046144,false,5.6650002002716064,0.0
1,PCC,0.8571123535255925,1.3896040431796353,6.736295927013898,true,5.6650002002716064,0.0
1,PCC,0.8277249928027508,1.3346385475303173,8.658996552828905,false,5.6650002002716064,0.0
2,TLPS,2.612239628891924,1.1343501098916333,10.533554053722693,false,54.09100008010864,0.0
2,TLPS,2.2965779427419952,1.1339905957410505,14.83778677615036,true,54.09100008010864,0.0
2,MAD,3.20764122027039,1.1289515712203626,7.316644576892701,false,108.60800004005432,0.0
2,MAD,4.077305936917711,1.143751383039623,8.698071562843426,false,108.60800004005432,0.0
2,MAD,2.612239628891924,1.1343501098916333,10.533554053722693,false,108.60800004005432,0.0
2,MAD,2.6001913445556335,1.1378899415281376,12.458642662472194,false,108.60800004005432,0.0
2,MAD,2.2965779427419952,1.1339905957410505,14.83778677615036,true,108.60800004005432,0.0
2,PCC,3.182658970343019,1.1314456135824973,7.893289480469318,false,58.79200005531311,0.0
2,PCC,3.224039264236697,1.1315004277003464,11.077215676521595,true,58.79200005531311,0.0
2,PCC,2.450848060607854,1.134322454956973,14.83778677615036,false,58.79200005531311,0.0
3,TLPS,0.9222214981711347,1.1535926707416226,2.8689329559991927,false,10.877000093460083,0.0
3,TLPS,0.8901641077879968,1.1407401655317733,6.2277482712657655,false,10.877000093460083,0.0
3,TLPS,1.7211408910742727,1.3338785049975919,7.843610965404649,false,10.877000093460083,0.0
3,TLPS,0.8822877618620277,1.1306188176790168,9.586563586532348,true,10.877000093460083,0.0
3,TLPS,1.7233545859178103,1.3574965144276019,11.202426280671226,false,10.877000093460083,0.0
3,TLPS,1.747315925867404,1.3568104584974665,13.43526126106629,false,10.877000093460083,0.0
3,MAD,0.6053777959181231,0.980296515093787,5.101767936394258,false,2.24399995803833,0.0
3,MAD,0.5974493808429981,0.9795049713238357,8.46058325166083,false,2.24399995803833,0.0
3,MAD,0.5636671952425819,0.9838889060497207,11.819398566927402,true,2.24399995803833,0.0
3,MAD,1.5438410753182314,0.9796174935077625,13.43526126106629,false,2.24399995803833,0.0
3,PCC,0.6263753381525067,0.988904126091993,2.9995574951384034,false,7.832000017166138,0.0
3,PCC,0.9838850090569047,0.9889617478217503,4.125537830009911,false,7.832000017166138,0.0
3,PCC,0.8828302995927315,0.9888465043622359,6.358372810404976,false,7.832000017166138,0.0
3,PCC,1.1243666888985313,0.988904126091993,7.484353145276483,false,7.832000017166138,0.0
3,PCC,1.1394046356441294,0.988904126091993,9.717188125671548,true,7.832000017166138,0.0
3,PCC,2.586330589558693,0.9983193578557585,11.333050819810435,false,7.832000017166138,0.0
3,PCC,1.5236928739834796,1.0905175113093415,13.43526126106629,false,7.832000017166138,0.0
4,TLPS,1.2253464680408166,1.2781375641507604,2.2204929691904765,false,7.88100004196167,0.0
4,TLPS,1.2222487842344778,1.2597623744913191,3.903054437780057,true,7.88100004196167,0.0
4,TLPS,1.2040662580860906,1.2727819812349437,4.980721950166946,false,7.88100004196167,0.0
4,TLPS,1.462027370502618,1.312975056429272,6.060193973550938,false,7.88100004196167,0.0
4,MAD,1.304484911012662,1.297842077821818,2.79280795313782,false,5.871999979019165,0.0
4,MAD,1.260972071181951,1.276372164422494,3.989489339097168,true,5.871999979019165,0.0
4,MAD,1.426153164463238,1.2746287339645355,5.369959095399681,false,5.871999979019165,0.0
4,PCC,2.1555076721819306,1.2829391212477,4.980721950166946,false,15.61299991607666,0.0
4,PCC,9.699626329785383,1.2802613297897911,6.060193973550938,true,15.61299991607666,0.0
5,MAD,2.4050533059645534,1.3917773365176276,5.290507547454761,false,26.717999935150146,0.0
5,MAD,2.4225145498536556,1.4167921627749316,6.572955181293358,true,26.717999935150146,0.0
5,MAD,2.4221892646050756,1.410766364713993,7.85540281513198,false,26.717999935150146,0.0
5,MAD,2.4192490954399544,1.4014368759326412,9.298567461070926,false,26.717999935150146,0.0
5,MAD,2.436655316588088,1.4119860355146823,10.581015094911454,false,26.717999935150146,0.0
5,MAD,2.2569768028787243,1.4087368227190207,12.218563455782432,false,26.717999935150146,0.0
6,TLPS,0.306479516399382,0.9577164321132429,3.302205962663936,true,7.835000038146973,0.0
6,TLPS,0.5639496992441475,0.9394701944841503,4.56591946966338,false,7.835000038146973,0.0
6,TLPS,0.3196232444829558,0.934734961649049,7.310265861575527,false,7.835000038146973,0.0
6,TLPS,0.8678604433085864,0.9348078113849739,8.59271348824935,false,7.835000038146973,0.0
6,TLPS,0.3666137375366318,0.9356820082160695,11.318325760487118,false,7.835000038146973,0.0
6,TLPS,0.6252225389761757,0.9388044898572192,12.58203926748656,false,7.835000038146973,0.0
6,TLPS,0.5491477320596455,0.9492316557729058,14.12540150392,false,7.835000038146973,0.0
6,MAD,0.4336430825872357,0.9462123726507572,4.202443614370452,false,8.123000144958496,0.0
6,MAD,0.5576291845950884,0.9348806611208984,6.667141276848606,false,8.123000144958496,0.0
6,MAD,0.4650284640076719,1.0045189440512465,8.210503513282042,false,8.123000144958496,0.0
6,MAD,0.5823484526323647,0.9349535108568233,10.675201175760197,true,8.123000144958496,0.0
6,MAD,0.46238852627776866,1.0166987165864896,12.218563412193634,false,8.123000144958496,0.0
6,MAD,0.5491477320596455,0.9492316557729058,14.12540150392,false,8.123000144958496,0.0
6,PCC,0.306479516399382,0.9577164321132429,3.302205962663936,false,4.601999998092651,0.0
6,PCC,0.31189279553113824,0.9578587905572583,4.584653589337742,false,4.601999998092651,0.0
6,PCC,0.7529117717345643,0.9580011490012733,7.310265861575527,false,4.601999998092651,0.0
6,PCC,0.7529479661151672,0.9581435074452888,8.592713488249332,true,4.601999998092651,0.0
